# Field minima and maxima
# Time         	field          	min            	location(min)  	processor      	max            	location(max)  	processor      
1.71818        	alpha.water    	-2.26911438e-05	(0.00000000e+00 3.70000000e-01 8.30000000e-01)	0	1.00000297e+00	(5.50000000e-01 3.00000000e-02 3.00000000e-02)	0
1.72273        	p              	-3.20818422e+02	(9.30000000e-01 2.70000000e-01 6.90000000e-01)	1	6.00358796e+03	(3.50000000e-01 0.00000000e+00 5.50000000e-01)	0
1.72273        	p_rgh          	-2.36673919e+00	(4.70000000e-01 3.90000000e-01 4.50000000e-01)	1	6.85902964e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
1.72273        	U              	(-9.90816771e-01 -7.71896890e-01 -1.33818448e+00)	(3.10000000e-01 1.00000000e-02 4.90000000e-01)	0	(1.44817444e+00 2.04930027e+00 1.45708472e+00)	(8.10000000e-01 2.30000000e-01 5.50000000e-01)	1
1.72273        	alpha.water    	-3.49939820e-05	(0.00000000e+00 3.50000000e-01 8.50000000e-01)	0	1.00001250e+00	(2.30000000e-01 1.00000000e-02 4.10000000e-01)	0
1.72662        	p              	-3.18125142e+02	(9.30000000e-01 2.90000000e-01 6.90000000e-01)	1	5.95774792e+03	(3.50000000e-01 0.00000000e+00 5.50000000e-01)	0
1.72662        	p_rgh          	-5.67811216e+00	(4.50000000e-01 3.90000000e-01 4.50000000e-01)	0	6.85904446e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
1.72662        	U              	(-5.49911141e-01 -9.37922851e-01 -1.54877512e+00)	(3.30000000e-01 1.00000000e-02 4.90000000e-01)	0	(1.51842749e+00 2.11453481e+00 1.47617616e+00)	(8.10000000e-01 2.30000000e-01 5.50000000e-01)	1
1.72662        	alpha.water    	-1.92049563e-05	(0.00000000e+00 3.70000000e-01 8.30000000e-01)	0	1.00000299e+00	(5.50000000e-01 3.00000000e-02 3.00000000e-02)	0
1.73052        	p              	-3.23313538e+02	(9.50000000e-01 2.70000000e-01 6.70000000e-01)	1	5.91524116e+03	(3.50000000e-01 0.00000000e+00 5.50000000e-01)	0
1.73052        	p_rgh          	-4.18117397e+00	(4.50000000e-01 3.90000000e-01 4.50000000e-01)	0	6.85904602e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
1.73052        	U              	(-7.86838728e-01 -7.05447543e-01 -1.34198698e+00)	(3.10000000e-01 1.00000000e-02 4.70000000e-01)	0	(1.53866466e+00 2.16247549e+00 1.48573838e+00)	(8.10000000e-01 2.30000000e-01 5.50000000e-01)	1
1.73052        	alpha.water    	-1.39029234e-05	(0.00000000e+00 3.50000000e-01 8.70000000e-01)	0	1.00000293e+00	(5.50000000e-01 3.00000000e-02 3.00000000e-02)	0
1.73442        	p              	-3.29258384e+02	(9.50000000e-01 2.70000000e-01 6.70000000e-01)	1	5.91885563e+03	(3.70000000e-01 0.00000000e+00 5.70000000e-01)	0
1.73442        	p_rgh          	-3.29647701e+00	(7.90000000e-01 2.90000000e-01 4.90000000e-01)	1	6.85905007e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
1.73442        	U              	(-1.03461913e+00 -7.59397838e-01 -1.25945734e+00)	(3.10000000e-01 1.00000000e-02 4.90000000e-01)	0	(1.50902352e+00 2.18273401e+00 1.49453893e+00)	(8.10000000e-01 2.30000000e-01 5.50000000e-01)	1
1.73442        	alpha.water    	-6.45517930e-06	(0.00000000e+00 3.50000000e-01 8.30000000e-01)	0	1.00000959e+00	(3.30000000e-01 1.00000000e-02 4.10000000e-01)	0
1.73831        	p              	-3.30660494e+02	(9.50000000e-01 2.70000000e-01 6.70000000e-01)	1	5.91991787e+03	(3.70000000e-01 0.00000000e+00 5.70000000e-01)	0
1.73831        	p_rgh          	-2.98584707e+00	(2.30000000e-01 3.30000000e-01 3.30000000e-01)	0	6.85905470e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
1.73831        	U              	(-1.05308401e+00 -7.53308982e-01 -1.23326045e+00)	(3.10000000e-01 1.00000000e-02 4.90000000e-01)	0	(1.45620303e+00 2.18625506e+00 1.50949755e+00)	(8.10000000e-01 2.30000000e-01 5.50000000e-01)	1
1.73831        	alpha.water    	-1.49182289e-05	(0.00000000e+00 3.50000000e-01 8.30000000e-01)	0	1.00000296e+00	(5.50000000e-01 3.00000000e-02 3.00000000e-02)	0
1.74123        	p              	-3.33379866e+02	(9.30000000e-01 2.90000000e-01 6.70000000e-01)	1	5.90765835e+03	(3.70000000e-01 0.00000000e+00 5.50000000e-01)	0
1.74123        	p_rgh          	-2.98539638e+00	(8.30000000e-01 2.70000000e-01 4.30000000e-01)	1	6.85907675e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
1.74123        	U              	(-1.06852688e+00 -7.47074240e-01 -1.21308923e+00)	(3.10000000e-01 1.00000000e-02 4.90000000e-01)	0	(1.42923201e+00 2.20489870e+00 1.52810533e+00)	(8.10000000e-01 2.30000000e-01 5.50000000e-01)	1
1.74123        	alpha.water    	-9.51139681e-06	(0.00000000e+00 3.50000000e-01 8.30000000e-01)	0	1.00000295e+00	(5.50000000e-01 3.00000000e-02 3.00000000e-02)	0
1.74416        	p              	-3.30786778e+02	(9.30000000e-01 2.90000000e-01 6.70000000e-01)	1	5.90509715e+03	(3.70000000e-01 0.00000000e+00 5.50000000e-01)	0
1.74416        	p_rgh          	-3.27553041e+00	(2.30000000e-01 3.30000000e-01 3.30000000e-01)	0	6.85906948e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
1.74416        	U              	(-1.48229899e+00 -6.41820334e-01 -7.63696268e-01)	(2.90000000e-01 1.00000000e-02 5.10000000e-01)	0	(1.39170714e+00 2.21378804e+00 1.55980331e+00)	(8.10000000e-01 2.30000000e-01 5.50000000e-01)	1
1.74416        	alpha.water    	-1.03652008e-06	(0.00000000e+00 3.50000000e-01 7.50000000e-01)	0	1.00000294e+00	(5.50000000e-01 3.00000000e-02 3.00000000e-02)	0
1.74708        	p              	-3.37297558e+02	(9.30000000e-01 2.90000000e-01 6.70000000e-01)	1	5.90326187e+03	(3.70000000e-01 0.00000000e+00 5.50000000e-01)	0
1.74708        	p_rgh          	-5.52926160e+00	(8.10000000e-01 2.70000000e-01 4.50000000e-01)	1	6.85906159e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
1.74708        	U              	(-1.48505513e+00 -6.36774063e-01 -7.44461802e-01)	(2.90000000e-01 1.00000000e-02 5.10000000e-01)	0	(1.31742235e+00 2.20304809e+00 1.58268014e+00)	(8.10000000e-01 2.30000000e-01 5.50000000e-01)	1
1.74708        	alpha.water    	-1.54871221e-06	(0.00000000e+00 3.90000000e-01 8.70000000e-01)	0	1.00000294e+00	(5.50000000e-01 3.00000000e-02 3.00000000e-02)	0
1.75           	p              	-3.31656691e+02	(9.30000000e-01 2.90000000e-01 6.70000000e-01)	1	5.90149631e+03	(3.70000000e-01 0.00000000e+00 5.50000000e-01)	0
1.75           	p_rgh          	-6.82036820e+00	(8.10000000e-01 2.70000000e-01 4.50000000e-01)	1	6.85906653e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
1.75           	U              	(-1.48764354e+00 -6.31890541e-01 -7.26192652e-01)	(2.90000000e-01 1.00000000e-02 5.10000000e-01)	0	(9.02708539e-01 2.27713079e+00 5.08640795e-01)	(3.50000000e-01 3.30000000e-01 6.90000000e-01)	0
1.75           	alpha.water    	-1.67940897e-06	(0.00000000e+00 3.70000000e-01 8.70000000e-01)	0	1.00000293e+00	(5.50000000e-01 3.00000000e-02 3.00000000e-02)	0
1.75313        	p              	-3.22061767e+02	(9.30000000e-01 2.90000000e-01 6.50000000e-01)	1	5.90588092e+03	(3.70000000e-01 0.00000000e+00 5.50000000e-01)	0
1.75313        	p_rgh          	-7.44125015e+00	(8.10000000e-01 2.70000000e-01 4.50000000e-01)	1	6.85906097e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
1.75313        	U              	(-1.29428294e+00 -6.06037781e-01 -8.78590013e-01)	(2.90000000e-01 1.00000000e-02 4.90000000e-01)	0	(5.89027756e-01 2.16194724e+00 9.19225974e-01)	(3.50000000e-01 3.50000000e-01 6.90000000e-01)	0
1.75313        	alpha.water    	-2.42350183e-06	(0.00000000e+00 3.70000000e-01 8.70000000e-01)	0	1.00000292e+00	(5.30000000e-01 3.00000000e-02 3.00000000e-02)	0
1.75625        	p              	-3.26793347e+02	(9.30000000e-01 2.90000000e-01 6.50000000e-01)	1	5.89621301e+03	(3.70000000e-01 0.00000000e+00 5.50000000e-01)	0
1.75625        	p_rgh          	-7.75984573e+00	(8.10000000e-01 2.70000000e-01 4.50000000e-01)	1	6.85906448e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
1.75625        	U              	(-8.81628216e-01 -6.72119863e-01 -1.21611825e+00)	(3.10000000e-01 1.00000000e-02 4.70000000e-01)	0	(5.31241096e-01 2.22903429e+00 9.73557538e-01)	(3.50000000e-01 3.50000000e-01 6.90000000e-01)	0
1.75625        	alpha.water    	-2.00458311e-06	(0.00000000e+00 3.70000000e-01 8.70000000e-01)	0	1.00000292e+00	(5.30000000e-01 3.00000000e-02 3.00000000e-02)	0
1.75938        	p              	-3.29005502e+02	(9.30000000e-01 2.90000000e-01 6.50000000e-01)	1	5.88630930e+03	(3.70000000e-01 0.00000000e+00 5.50000000e-01)	0
1.75938        	p_rgh          	-6.91749339e+00	(8.10000000e-01 2.70000000e-01 4.50000000e-01)	1	6.85906390e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
1.75938        	U              	(-7.01518779e-01 -8.81420205e-01 -1.33203257e+00)	(3.30000000e-01 1.00000000e-02 4.90000000e-01)	0	(4.71251909e-01 2.28922634e+00 1.01820230e+00)	(3.50000000e-01 3.50000000e-01 6.90000000e-01)	0
1.75938        	alpha.water    	-1.50314611e-06	(0.00000000e+00 3.70000000e-01 8.70000000e-01)	0	1.00000292e+00	(5.30000000e-01 3.00000000e-02 3.00000000e-02)	0
1.76228        	p              	-3.38252083e+02	(9.30000000e-01 2.90000000e-01 6.50000000e-01)	1	5.87268506e+03	(3.70000000e-01 0.00000000e+00 5.50000000e-01)	0
1.76228        	p_rgh          	-5.68768740e+00	(8.10000000e-01 2.70000000e-01 4.50000000e-01)	1	6.85906278e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
1.76228        	U              	(-9.11488340e-01 -6.60569410e-01 -1.19120947e+00)	(3.10000000e-01 1.00000000e-02 4.70000000e-01)	0	(7.22782400e-01 2.50449284e+00 5.42649577e-01)	(3.50000000e-01 3.30000000e-01 6.90000000e-01)	0
1.76228        	alpha.water    	-8.72914191e-07	(0.00000000e+00 3.90000000e-01 7.70000000e-01)	0	1.00000291e+00	(5.30000000e-01 3.00000000e-02 3.00000000e-02)	0
1.76518        	p              	-3.43754139e+02	(9.30000000e-01 2.90000000e-01 6.50000000e-01)	1	5.86508408e+03	(3.70000000e-01 0.00000000e+00 5.50000000e-01)	0
1.76518        	p_rgh          	-5.37466737e+00	(7.90000000e-01 2.70000000e-01 4.70000000e-01)	1	6.85905986e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
1.76518        	U              	(-9.26107943e-01 -6.54885881e-01 -1.18103699e+00)	(3.10000000e-01 1.00000000e-02 4.70000000e-01)	0	(7.39919137e-01 1.91135502e+00 1.42822979e+00)	(8.10000000e-01 2.30000000e-01 5.50000000e-01)	1
1.76518        	alpha.water    	-9.29705082e-07	(0.00000000e+00 3.90000000e-01 7.70000000e-01)	0	1.00000288e+00	(5.30000000e-01 3.00000000e-02 3.00000000e-02)	0
1.76808        	p              	-3.44180801e+02	(9.30000000e-01 2.90000000e-01 6.50000000e-01)	1	5.85345595e+03	(3.70000000e-01 0.00000000e+00 5.50000000e-01)	0
1.76808        	p_rgh          	-6.11760911e+00	(7.90000000e-01 2.70000000e-01 4.70000000e-01)	1	6.85905266e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
1.76808        	U              	(-6.13331884e-01 -7.76109041e-01 -1.44970806e+00)	(3.30000000e-01 1.00000000e-02 4.70000000e-01)	0	(6.87478702e-01 1.82760357e+00 1.36744117e+00)	(8.10000000e-01 2.30000000e-01 5.50000000e-01)	1
1.76808        	alpha.water    	-8.69648372e-07	(0.00000000e+00 3.90000000e-01 7.70000000e-01)	0	1.00000290e+00	(5.30000000e-01 3.00000000e-02 3.00000000e-02)	0
1.77098        	p              	-3.44936461e+02	(9.30000000e-01 2.90000000e-01 6.50000000e-01)	1	5.83189672e+03	(3.70000000e-01 0.00000000e+00 5.50000000e-01)	0
1.77098        	p_rgh          	-6.64314283e+00	(7.90000000e-01 2.70000000e-01 4.70000000e-01)	1	6.85904806e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
1.77098        	U              	(-9.54335954e-01 -6.43623152e-01 -1.16510853e+00)	(3.10000000e-01 1.00000000e-02 4.70000000e-01)	0	(6.39199609e-01 1.74672650e+00 1.31156586e+00)	(8.10000000e-01 2.30000000e-01 5.50000000e-01)	1
1.77098        	alpha.water    	-2.51773889e-06	(0.00000000e+00 3.50000000e-01 7.30000000e-01)	0	1.00000289e+00	(5.30000000e-01 3.00000000e-02 3.00000000e-02)	0
1.77362        	p              	-3.49599602e+02	(9.30000000e-01 2.90000000e-01 6.50000000e-01)	1	5.81386271e+03	(3.70000000e-01 0.00000000e+00 5.50000000e-01)	0
1.77362        	p_rgh          	-6.52262299e+00	(7.90000000e-01 2.50000000e-01 5.70000000e-01)	1	6.85904810e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
1.77362        	U              	(-1.21966808e+00 -6.69392499e-01 -1.07998517e+00)	(3.10000000e-01 1.00000000e-02 4.90000000e-01)	0	(6.02506830e-01 1.68027525e+00 1.26708738e+00)	(8.10000000e-01 2.30000000e-01 5.50000000e-01)	1
1.77362        	alpha.water    	-2.05548307e-06	(0.00000000e+00 3.50000000e-01 7.30000000e-01)	0	1.00000288e+00	(5.30000000e-01 3.00000000e-02 3.00000000e-02)	0
1.77626        	p              	-3.24987634e+02	(9.30000000e-01 2.90000000e-01 6.50000000e-01)	1	5.80388641e+03	(3.70000000e-01 0.00000000e+00 5.50000000e-01)	0
1.77626        	p_rgh          	-7.92445737e+00	(7.90000000e-01 2.50000000e-01 5.70000000e-01)	1	6.85903781e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
1.77626        	U              	(-1.22343884e+00 -6.65617140e-01 -1.08070895e+00)	(3.10000000e-01 1.00000000e-02 4.90000000e-01)	0	(7.29513344e-01 1.13902644e+00 8.84708037e-01)	(3.70000000e-01 3.70000000e-01 7.10000000e-01)	0
1.77626        	alpha.water    	-1.50536983e-06	(0.00000000e+00 3.70000000e-01 7.50000000e-01)	0	1.00000285e+00	(5.30000000e-01 3.00000000e-02 3.00000000e-02)	0
1.7789         	p              	-2.95573770e+02	(9.30000000e-01 2.90000000e-01 6.50000000e-01)	1	5.78488861e+03	(3.70000000e-01 0.00000000e+00 5.50000000e-01)	0
1.7789         	p_rgh          	-8.95786907e+00	(7.90000000e-01 2.50000000e-01 5.70000000e-01)	1	6.85903416e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
1.7789         	U              	(-9.88672146e-01 -6.28762635e-01 -1.15514800e+00)	(3.10000000e-01 1.00000000e-02 4.70000000e-01)	0	(1.04016485e+00 1.28085013e+00 1.67096145e+00)	(7.70000000e-01 2.50000000e-01 6.90000000e-01)	1
1.7789         	alpha.water    	-1.04231554e-06	(0.00000000e+00 3.70000000e-01 7.30000000e-01)	0	1.00000315e+00	(5.50000000e-01 1.00000000e-02 3.10000000e-01)	0
1.78153        	p              	-2.80755356e+02	(9.30000000e-01 3.10000000e-01 6.50000000e-01)	1	5.76270553e+03	(3.70000000e-01 0.00000000e+00 5.50000000e-01)	0
1.78153        	p_rgh          	-9.75391600e+00	(7.90000000e-01 2.50000000e-01 5.70000000e-01)	1	6.85902922e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
1.78153        	U              	(-6.87498589e-01 -7.41073812e-01 -1.45453814e+00)	(3.30000000e-01 1.00000000e-02 4.70000000e-01)	0	(5.25828354e-01 1.71161721e+00 1.12569149e+00)	(3.50000000e-01 2.70000000e-01 6.50000000e-01)	0
1.78153        	alpha.water    	-8.32064626e-07	(0.00000000e+00 3.70000000e-01 7.30000000e-01)	0	1.00000283e+00	(5.30000000e-01 3.00000000e-02 3.00000000e-02)	0
1.78417        	p              	-2.78480075e+02	(9.30000000e-01 3.10000000e-01 6.50000000e-01)	1	5.73496942e+03	(3.70000000e-01 0.00000000e+00 5.50000000e-01)	0
1.78417        	p_rgh          	-9.41042898e+00	(7.90000000e-01 2.50000000e-01 5.70000000e-01)	1	6.85902645e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
1.78417        	U              	(-7.00019053e-01 -7.33191950e-01 -1.46002440e+00)	(3.30000000e-01 1.00000000e-02 4.70000000e-01)	0	(5.26798463e-01 1.74180757e+00 1.17310549e+00)	(3.50000000e-01 2.70000000e-01 6.50000000e-01)	0
1.78417        	alpha.water    	-6.93841179e-07	(0.00000000e+00 3.70000000e-01 7.30000000e-01)	0	1.00000283e+00	(5.30000000e-01 3.00000000e-02 3.00000000e-02)	0
1.78681        	p              	-2.74505068e+02	(9.30000000e-01 3.10000000e-01 6.50000000e-01)	1	5.72160580e+03	(3.70000000e-01 0.00000000e+00 5.30000000e-01)	0
1.78681        	p_rgh          	-6.17916371e+00	(7.90000000e-01 2.50000000e-01 5.70000000e-01)	1	6.85901998e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
1.78681        	U              	(-1.01268167e+00 -6.14813071e-01 -1.15911573e+00)	(3.10000000e-01 1.00000000e-02 4.70000000e-01)	0	(5.28312702e-01 1.76575909e+00 1.21149252e+00)	(3.50000000e-01 2.70000000e-01 6.50000000e-01)	0
1.78681        	alpha.water    	-7.25214147e-07	(0.00000000e+00 3.50000000e-01 7.30000000e-01)	0	1.00000282e+00	(5.30000000e-01 3.00000000e-02 3.00000000e-02)	0
1.78945        	p              	-2.67925471e+02	(9.30000000e-01 3.10000000e-01 6.50000000e-01)	1	5.70874005e+03	(3.70000000e-01 0.00000000e+00 5.30000000e-01)	0
1.78945        	p_rgh          	-5.10216973e+00	(7.90000000e-01 2.70000000e-01 4.70000000e-01)	1	6.85901829e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
1.78945        	U              	(-7.19665805e-01 -7.16803189e-01 -1.47404985e+00)	(3.30000000e-01 1.00000000e-02 4.70000000e-01)	0	(5.30738809e-01 1.77700102e+00 1.24149085e+00)	(3.50000000e-01 2.70000000e-01 6.50000000e-01)	0
1.78945        	alpha.water    	-5.83504567e-07	(0.00000000e+00 6.90000000e-01 4.70000000e-01)	3	1.00000281e+00	(5.30000000e-01 3.00000000e-02 3.00000000e-02)	0
1.79209        	p              	-2.65895476e+02	(9.30000000e-01 3.10000000e-01 6.50000000e-01)	1	5.69536318e+03	(3.70000000e-01 0.00000000e+00 5.30000000e-01)	0
1.79209        	p_rgh          	-5.30622161e+00	(7.90000000e-01 3.70000000e-01 6.10000000e-01)	1	6.85901812e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
1.79209        	U              	(-7.25937952e-01 -7.09034404e-01 -1.48262010e+00)	(3.30000000e-01 1.00000000e-02 4.70000000e-01)	0	(5.32386165e-01 1.78584568e+00 1.26367517e+00)	(3.50000000e-01 2.70000000e-01 6.50000000e-01)	0
1.79209        	alpha.water    	-5.76184823e-07	(0.00000000e+00 6.90000000e-01 4.70000000e-01)	3	1.00000281e+00	(5.30000000e-01 3.00000000e-02 3.00000000e-02)	0
1.79472        	p              	-2.57648405e+02	(9.30000000e-01 3.10000000e-01 6.50000000e-01)	1	5.68282258e+03	(3.70000000e-01 0.00000000e+00 5.30000000e-01)	0
1.79472        	p_rgh          	-5.60254670e+00	(7.90000000e-01 3.90000000e-01 6.10000000e-01)	1	6.85901065e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
1.79472        	U              	(-7.29354409e-01 -7.01717258e-01 -1.49202787e+00)	(3.30000000e-01 1.00000000e-02 4.70000000e-01)	0	(5.31449505e-01 1.79393234e+00 1.27778459e+00)	(3.50000000e-01 2.70000000e-01 6.50000000e-01)	0
1.79472        	alpha.water    	-5.67911928e-07	(0.00000000e+00 6.90000000e-01 4.70000000e-01)	3	1.00000280e+00	(5.30000000e-01 3.00000000e-02 3.00000000e-02)	0
1.79736        	p              	-2.57501336e+02	(8.90000000e-01 3.10000000e-01 6.50000000e-01)	1	5.67099993e+03	(3.70000000e-01 0.00000000e+00 5.30000000e-01)	0
1.79736        	p_rgh          	-5.85201518e+00	(7.90000000e-01 3.90000000e-01 6.10000000e-01)	1	6.85901112e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
1.79736        	U              	(-7.29454345e-01 -6.94810244e-01 -1.50205198e+00)	(3.30000000e-01 1.00000000e-02 4.70000000e-01)	0	(5.28267923e-01 1.80243974e+00 1.28471882e+00)	(3.50000000e-01 2.70000000e-01 6.50000000e-01)	0
1.79736        	alpha.water    	-5.57895476e-07	(0.00000000e+00 6.90000000e-01 4.70000000e-01)	3	1.00000279e+00	(5.30000000e-01 3.00000000e-02 3.00000000e-02)	0
1.8            	p              	-2.58273947e+02	(8.90000000e-01 3.10000000e-01 6.50000000e-01)	1	5.65864460e+03	(3.70000000e-01 0.00000000e+00 5.30000000e-01)	0
1.8            	p_rgh          	-5.97902726e+00	(7.90000000e-01 3.90000000e-01 6.10000000e-01)	1	6.85900677e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
1.8            	U              	(-7.26046361e-01 -6.88740451e-01 -1.51244636e+00)	(3.30000000e-01 1.00000000e-02 4.70000000e-01)	0	(5.24133562e-01 1.81012671e+00 1.28615142e+00)	(3.50000000e-01 2.70000000e-01 6.50000000e-01)	0
1.8            	alpha.water    	-5.47310475e-07	(0.00000000e+00 6.90000000e-01 4.70000000e-01)	3	1.00000279e+00	(5.30000000e-01 3.00000000e-02 3.00000000e-02)	0
1.80263        	p              	-2.56461091e+02	(8.90000000e-01 3.10000000e-01 6.50000000e-01)	1	5.64850007e+03	(3.70000000e-01 0.00000000e+00 5.30000000e-01)	0
1.80263        	p_rgh          	-6.07873250e+00	(7.90000000e-01 3.90000000e-01 6.10000000e-01)	1	6.85900557e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
1.80263        	U              	(-7.19776739e-01 -6.84123042e-01 -1.52339937e+00)	(3.30000000e-01 1.00000000e-02 4.70000000e-01)	0	(5.19483453e-01 1.81559249e+00 1.28327887e+00)	(3.50000000e-01 2.70000000e-01 6.50000000e-01)	0
1.80263        	alpha.water    	-5.33158998e-07	(0.00000000e+00 6.90000000e-01 4.70000000e-01)	3	1.00000278e+00	(5.30000000e-01 3.00000000e-02 3.00000000e-02)	0
1.80512        	p              	-2.59735471e+02	(8.90000000e-01 3.10000000e-01 6.50000000e-01)	1	5.63976022e+03	(3.70000000e-01 0.00000000e+00 5.30000000e-01)	0
1.80512        	p_rgh          	-6.25415530e+00	(7.70000000e-01 4.10000000e-01 6.10000000e-01)	1	6.85900460e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
1.80512        	U              	(-7.10831523e-01 -6.80958702e-01 -1.53435147e+00)	(3.30000000e-01 1.00000000e-02 4.70000000e-01)	0	(5.13801539e-01 1.81540818e+00 1.27697272e+00)	(3.50000000e-01 2.70000000e-01 6.50000000e-01)	0
1.80512        	alpha.water    	-4.68892777e-07	(0.00000000e+00 6.90000000e-01 4.70000000e-01)	3	1.00000277e+00	(5.30000000e-01 3.00000000e-02 3.00000000e-02)	0
1.80762        	p              	-2.54705692e+02	(8.90000000e-01 3.10000000e-01 6.50000000e-01)	1	5.63178420e+03	(3.70000000e-01 0.00000000e+00 5.30000000e-01)	0
1.80762        	p_rgh          	-6.64974914e+00	(7.70000000e-01 4.10000000e-01 6.10000000e-01)	1	6.85900397e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
1.80762        	U              	(-6.99179653e-01 -6.79051717e-01 -1.54568242e+00)	(3.30000000e-01 1.00000000e-02 4.70000000e-01)	0	(5.03861764e-01 1.82521215e+00 1.27006952e+00)	(3.50000000e-01 2.70000000e-01 6.50000000e-01)	0
1.80762        	alpha.water    	-4.53731377e-07	(0.00000000e+00 6.90000000e-01 4.70000000e-01)	3	1.00000277e+00	(5.30000000e-01 3.00000000e-02 3.00000000e-02)	0
1.81011        	p              	-2.51740105e+02	(8.90000000e-01 3.10000000e-01 6.50000000e-01)	1	5.62204937e+03	(3.70000000e-01 0.00000000e+00 5.30000000e-01)	0
1.81011        	p_rgh          	-7.05490065e+00	(7.70000000e-01 3.90000000e-01 6.30000000e-01)	1	6.85900007e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
1.81011        	U              	(-6.85335926e-01 -6.78241309e-01 -1.55719832e+00)	(3.30000000e-01 1.00000000e-02 4.70000000e-01)	0	(4.90715893e-01 1.84088968e+00 1.26189662e+00)	(3.50000000e-01 2.70000000e-01 6.50000000e-01)	0
1.81011        	alpha.water    	-4.52468093e-07	(0.00000000e+00 6.90000000e-01 4.70000000e-01)	3	1.00000276e+00	(5.30000000e-01 3.00000000e-02 3.00000000e-02)	0
1.8126         	p              	-2.46208007e+02	(8.90000000e-01 3.10000000e-01 6.50000000e-01)	1	5.61062290e+03	(3.70000000e-01 0.00000000e+00 5.30000000e-01)	0
1.8126         	p_rgh          	-7.83469113e+00	(8.30000000e-01 3.90000000e-01 6.50000000e-01)	1	6.85899818e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
1.8126         	U              	(-6.70247080e-01 -6.78600544e-01 -1.56897004e+00)	(3.30000000e-01 1.00000000e-02 4.70000000e-01)	0	(4.76640339e-01 1.85910906e+00 1.25525959e+00)	(3.50000000e-01 2.70000000e-01 6.50000000e-01)	0
1.8126         	alpha.water    	-4.43640286e-07	(0.00000000e+00 6.90000000e-01 4.70000000e-01)	3	1.00000276e+00	(5.30000000e-01 3.00000000e-02 3.00000000e-02)	0
1.8151         	p              	-2.38435234e+02	(8.90000000e-01 3.10000000e-01 6.50000000e-01)	1	5.59725826e+03	(3.70000000e-01 0.00000000e+00 5.30000000e-01)	0
1.8151         	p_rgh          	-8.21733026e+00	(8.30000000e-01 3.90000000e-01 6.50000000e-01)	1	6.85899643e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
1.8151         	U              	(-6.53424088e-01 -6.80256584e-01 -1.58031328e+00)	(3.30000000e-01 1.00000000e-02 4.70000000e-01)	0	(4.62194996e-01 1.87582599e+00 1.24976765e+00)	(3.50000000e-01 2.70000000e-01 6.50000000e-01)	0
1.8151         	alpha.water    	-4.24149082e-07	(0.00000000e+00 6.90000000e-01 4.70000000e-01)	3	1.00000276e+00	(5.30000000e-01 3.00000000e-02 3.00000000e-02)	0
1.81778        	p              	-2.20669068e+02	(8.90000000e-01 3.10000000e-01 6.50000000e-01)	1	5.58830903e+03	(3.70000000e-01 0.00000000e+00 5.30000000e-01)	0
1.81778        	p_rgh          	-8.21164237e+00	(7.70000000e-01 4.10000000e-01 6.30000000e-01)	1	6.85899364e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
1.81778        	U              	(-9.21900197e-01 -6.01620992e-01 -1.26311019e+00)	(3.10000000e-01 1.00000000e-02 4.70000000e-01)	0	(4.44938515e-01 1.89085641e+00 1.24320293e+00)	(3.50000000e-01 2.70000000e-01 6.50000000e-01)	0
